,,Symmetric,Asymmetric
Forecasting Horizon 12,DNDGRG3M086SBEA,0.008746788174150928,0.008886954827207036
Forecasting Horizon 12,DSERRG3M086SBEA,0.0012699411237363342,0.0013191371751063142
Forecasting Horizon 12,CES0600000008,0.002798745396315679,0.002835268242241074
Forecasting Horizon 12,CES2000000008,0.006701285243801191,0.006753048721736512
Forecasting Horizon 12,CES3000000008,0.0034220859855025377,0.003507683345699297
Forecasting Horizon 12,UMCSENTx,0.9182008369187765,1.1364187495876392
Forecasting Horizon 12,DTCOLNVHFNM,0.03397203264458017,0.034441951903998805
Forecasting Horizon 12,DTCTHFNM,0.04034460498174877,0.04067669315863174
Forecasting Horizon 12,INVEST,0.011470649833301224,0.011687252160680795
Forecasting Horizon 12,VIXCLSx,9.583358490634577,10.904317960437723
Forecasting Horizon 24,RPI,0.0019576695861958926,0.0025771079841269075
Forecasting Horizon 24,W875RX1,0.0017775340707464604,0.0029847736932004532
Forecasting Horizon 24,DPCERA3M086SBEA,0.0015544307080433732,0.0023094812012457865
Forecasting Horizon 24,CMRMTSPLx,0.003369665335040595,0.005467264688452481
Forecasting Horizon 24,RETAILx,0.004561756782253542,0.007736189436899401
Forecasting Horizon 24,INDPRO,0.0038276761208650804,0.00623340473123946
Forecasting Horizon 24,IPFPNSS,0.0036559592676326394,0.00607244684534861
Forecasting Horizon 24,IPFINAL,0.0034628955043736554,0.005940652360718232
Forecasting Horizon 24,IPCONGD,0.002830699339045199,0.004845688332920949
Forecasting Horizon 24,IPDCONGD,0.008698073086292904,0.01495828545036583
Forecasting Horizon 24,IPNCONGD,0.0014846186582937388,0.002026464894258951
Forecasting Horizon 24,IPBUSEQ,0.006114987929747751,0.009319708357530885
Forecasting Horizon 24,IPMAT,0.004147549043562857,0.006589454599867045
Forecasting Horizon 24,IPDMAT,0.006508478927742417,0.010434580823599425
Forecasting Horizon 24,IPNMAT,0.003078275091140481,0.006241291939005067
Forecasting Horizon 24,IPMANSICS,0.004224087991014132,0.007399893781946378
Forecasting Horizon 24,IPB51222S,0.003996553955879548,0.009983652762119658
Forecasting Horizon 24,IPFUELS,0.004213903702974814,0.006251360004504165
Forecasting Horizon 24,CUMFNS,0.34710501792941584,0.60413056152086
Forecasting Horizon 24,HWI,101.15328729537991,153.45595483777623
Forecasting Horizon 24,HWIURATIO,0.023769580666628237,0.03155456225051009
Forecasting Horizon 24,CLF16OV,0.0006893454701710721,0.0009727323782134177
Forecasting Horizon 24,CE16OV,0.0020562652544080366,0.00246979198602702
Forecasting Horizon 24,UNRATE,0.14911101004908248,0.17456793611036334
Forecasting Horizon 24,UEMPMEAN,0.38559955085416786,0.4095207751548404
Forecasting Horizon 24,UEMPLT5,0.011310935532653905,0.015893121620100308
Forecasting Horizon 24,UEMP5TO14,0.02090976933147821,0.03099115333745957
Forecasting Horizon 24,UEMP15OV,0.034982047798635514,0.04398155587379051
Forecasting Horizon 24,UEMP15T26,0.02974176066400877,0.04251074560988248
Forecasting Horizon 24,UEMP27OV,0.03897561016432775,0.04679682494383252
Forecasting Horizon 24,CLAIMSx,0.0321926113328228,0.03722962150052034
Forecasting Horizon 24,PAYEMS,0.00218140832966641,0.002542686047943909
Forecasting Horizon 24,USGOOD,0.004554345315283974,0.005368730155481207
Forecasting Horizon 24,CES1021000001,0.006954580533744623,0.006422772481314111
Forecasting Horizon 24,USCONS,0.006475561602901361,0.008680858781512956
Forecasting Horizon 24,MANEMP,0.003912280418195288,0.004135523660696036
Forecasting Horizon 24,DMANEMP,0.004613490920450202,0.004965603008486862
Forecasting Horizon 24,NDMANEMP,0.0028812225302452497,0.0028483811696766014
Forecasting Horizon 24,SRVPRD,0.0018799005706804175,0.002143081395110096
Forecasting Horizon 24,USTPU,0.0022048345273397822,0.002767737814368345
Forecasting Horizon 24,USWTRADE,0.0023035757273423886,0.0025720212573777106
Forecasting Horizon 24,USTRADE,0.0020694277395026293,0.002868063609513213
Forecasting Horizon 24,USFIRE,0.0018243144269131956,0.0019427107664737194
Forecasting Horizon 24,USGOVT,0.00110756481647769,0.0012402841906415793
Forecasting Horizon 24,CES0600000007,0.8142102526607816,0.8698660867551459
Forecasting Horizon 24,AWOTMAN,0.0320022120919548,0.06435098732714
Forecasting Horizon 24,AWHMAN,0.8559898240304655,0.9298820255038571
Forecasting Horizon 24,HOUST,0.446459119721456,0.4612113475196768
Forecasting Horizon 24,HOUSTNE,0.4252232607858529,0.4396182712473419
Forecasting Horizon 24,HOUSTMW,0.5893790692736627,0.5887917627660443
Forecasting Horizon 24,HOUSTS,0.420261925324735,0.45354369490515156
Forecasting Horizon 24,HOUSTW,0.5394308447327663,0.5531146040414228
Forecasting Horizon 24,PERMIT,0.43944233335593824,0.46641215836271255
Forecasting Horizon 24,PERMITNE,0.4051153432611428,0.43196304346438197
Forecasting Horizon 24,PERMITMW,0.5274863442023598,0.5407643416965443
Forecasting Horizon 24,PERMITS,0.4168439915623394,0.48137426614243206
Forecasting Horizon 24,PERMITW,0.5402711857820247,0.5492876375281819
Forecasting Horizon 24,ACOGNO,0.008351553187269625,0.01068462003425185
Forecasting Horizon 24,AMDMNOx,0.010734773408769651,0.018485376223464536
Forecasting Horizon 24,ANDENOx,0.014499331921112244,0.022473377635920114
Forecasting Horizon 24,AMDMUOx,0.005539551930515764,0.0065119699416154786
Forecasting Horizon 24,BUSINVx,0.004254209957901784,0.0042620901075770936
Forecasting Horizon 24,ISRATIOx,0.005067420905184063,0.009390405740729251
Forecasting Horizon 24,M1SL,0.1179117718343525,0.1185243785064444
Forecasting Horizon 24,M2SL,0.005797938474466138,0.005903927866605379
Forecasting Horizon 24,M2REAL,0.003920883640713877,0.0049041285543656105
Forecasting Horizon 24,BOGMBASE,0.03720259659258919,0.04012770997629381
Forecasting Horizon 24,TOTRESNS,0.09779145726010299,0.10877287544702101
Forecasting Horizon 24,NONBORRES,0.2692905950943898,0.28630745091099624
Forecasting Horizon 24,BUSLOANS,0.013100825907046676,0.013312005153284302
Forecasting Horizon 24,REALLN,0.006257375431455695,0.006446388731661953
Forecasting Horizon 24,NONREVSL,0.009226538808006635,0.009421671675195654
Forecasting Horizon 24,CONSPI,0.0003237498734578208,0.00038336880315708905
Forecasting Horizon 24,S&P 500,0.011020857081323323,0.01877610502939901
Forecasting Horizon 24,S&P: indust,0.010189421988039345,0.016863820479227767
Forecasting Horizon 24,S&P div yield,0.01972754467776663,0.04038546514306013
Forecasting Horizon 24,S&P PE ratio,0.022473790826266063,0.027609555289777328
Forecasting Horizon 24,FEDFUNDS,0.13920744432416768,0.14402859134579724
Forecasting Horizon 24,CP3Mx,0.1391653714161704,0.14349699463659984
Forecasting Horizon 24,TB3MS,0.1302890337452929,0.1254760507796059
Forecasting Horizon 24,TB6MS,0.13035734932940785,0.12741528967785262
Forecasting Horizon 24,GS1,0.13169985681090568,0.13129879048177995
Forecasting Horizon 24,GS5,0.08941137119528532,0.1332175908373318
Forecasting Horizon 24,GS10,0.06833947374508793,0.11596498015835716
Forecasting Horizon 24,AAA,0.05024702790383878,0.07643556192883738
Forecasting Horizon 24,BAA,0.05720994044673148,0.08334100591388417
Forecasting Horizon 24,COMPAPFFx,0.303068248227387,0.3801722959844883
Forecasting Horizon 24,TB3SMFFM,0.3324161533324766,0.34175334341554725
Forecasting Horizon 24,TB6SMFFM,0.3634309178554277,0.39090777882810873
Forecasting Horizon 24,T1YFFM,0.3622785030717981,0.429024187762935
Forecasting Horizon 24,T5YFFM,0.836558092426074,0.8870579485295111
Forecasting Horizon 24,T10YFFM,1.1332926870565219,1.1632094517087532
Forecasting Horizon 24,AAAFFM,1.4200720802204578,1.4240622148898452
Forecasting Horizon 24,BAAFFM,1.6668118919430115,1.8579567442910743
Forecasting Horizon 24,TWEXAFEGSMTHx,0.003641639477971516,0.004654078958193562
Forecasting Horizon 24,EXSZUSx,0.00403842899398966,0.007632635656571457
Forecasting Horizon 24,EXJPUSx,0.00817223353781973,0.013339946716360957
Forecasting Horizon 24,EXUSUKx,0.006165617734325746,0.012341739050307794
Forecasting Horizon 24,EXCAUSx,0.004191527617096371,0.005502257190669868
Forecasting Horizon 24,WPSFD49207,0.010207683933222108,0.010639076685253891
Forecasting Horizon 24,WPSFD49502,0.013639533914423832,0.014200351640461234
Forecasting Horizon 24,WPSID61,0.01094578098936176,0.01144691467773188
Forecasting Horizon 24,WPSID62,0.048349023797561314,0.04983700332008894
Forecasting Horizon 24,OILPRICEx,0.13729046853319676,0.14098884580902174
Forecasting Horizon 24,PPICMM,0.043423466229435534,0.04365015844810279
Forecasting Horizon 24,CPIAUCSL,0.0031189221375451776,0.0034303784647183215
Forecasting Horizon 24,CPIAPPSL,0.0073613923419510235,0.007516574655507189
Forecasting Horizon 24,CPITRNSL,0.017494121547782255,0.01888153073719144
Forecasting Horizon 24,CPIMEDSL,0.002500157921512564,0.0025208837045438866
Forecasting Horizon 24,CUSR0000SAC,0.007461079367725871,0.008166540932134071
Forecasting Horizon 24,CUSR0000SAD,0.004066491116978749,0.004106805545484103
Forecasting Horizon 24,CUSR0000SAS,0.0012386478015549824,0.0012922936533521009
Forecasting Horizon 24,CPIULFSL,0.0036275002302325423,0.003923999919009869
Forecasting Horizon 24,CUSR0000SA0L2,0.0046207421755300295,0.005055152841085786
Forecasting Horizon 24,CUSR0000SA0L5,0.00337337720312642,0.00368462032443163
Forecasting Horizon 24,PCEPI,0.0022016866356366375,0.0024484533678277055
Forecasting Horizon 24,DDURRG3M086SBEA,0.0037514253788081377,0.003825484672523966
Forecasting Horizon 24,DNDGRG3M086SBEA,0.0082677060444235,0.009120099153468102
Forecasting Horizon 24,DSERRG3M086SBEA,0.001219814402805574,0.0013616572293887134
Forecasting Horizon 24,CES0600000008,0.0027408702462846496,0.002846867275919788
Forecasting Horizon 24,CES2000000008,0.006698971247071102,0.006833711903600381
Forecasting Horizon 24,CES3000000008,0.0034008459019547635,0.0035183653551159916
Forecasting Horizon 24,UMCSENTx,0.5832965511419744,0.7657815755018399
Forecasting Horizon 24,DTCOLNVHFNM,0.03394522270139724,0.03433025078090552
Forecasting Horizon 24,DTCTHFNM,0.04058643998311204,0.04076877894612579
Forecasting Horizon 24,INVEST,0.010979745709119375,0.011384583900281551
Forecasting Horizon 24,VIXCLSx,10.185104854802056,11.550979551221092
